Retailer,Brand,Segment,Gender,Category,Product Types,Details,Normalized Color,Color Option Name,Activewear,Pattern,Full Price ($),SKUs Available,Season,Description,Care information,Sizes,Return-Risk Probability
Primark - non-transactional site (US),Primark,Value,Girls,Tops,T-Shirts,"Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Multicolour,Multi,Non-activewear,Graphics,3.00,7/7,ss25,"A colorful graphic tee to brighten up their new season refresh
Shirts Print: Floral","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry
Cool iron
Do not bleach
Do not dry-clean
Max temperature 85F/30C
Wash similar colors together
Wash in mesh bag
Wash inside out
Iron on the reverse.; Maximum Temperature 40*C; Wash before first use; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","12-18M, 24-36M, 9-12M, 3-6M, 18-24M, 6-9M, 0-3M",
Primark - non-transactional site (US),Primark,Value,Girls,Tops,T-Shirts,"Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Pink,Pink,Non-activewear,Graphics,4.00,7/7,ss25,"A sweet tee starring Marie from The Aristocats
Shirts Disney The Aristocats Character: Disney's Marie
Neckline: Crew Sleeve
Length: Short sleeve
Print: Print","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry; Iron on the reverse; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not bleach
Do not dry clean
Wash similar colors together
Do not tumble dry
Wash inside out
Cool iron
Do not iron trim.; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","6-9M, 12-18M, 0-3M, 18-24M, 24-36M, 9-12M, 3-6M",
Primark - non-transactional site (US),Primark,Value,Boys,Tops,T-Shirts,"Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Grey,Gray,Non-activewear,Graphics,3.00,7/7,ss25,"Complete their new season collection with this cute graphic tee
Shirts Neckline: Round Sleeve
Length: Short sleeve
Print: Print","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Rinse before washing
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Wash inside out
Reshape while damp
Color may transfer: avoid contact with light colors.; Cool iron
Iron on the reverse.; Do not dry clean
Max Temperature 85F/30C
Wash inside out in a mesh bag
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","18-24M, 0-3M, 6-9M, 24-36M, 9-12M, 12-18M, 3-6M",
Primark - non-transactional site (US),Primark,Value,Girls,Tops,T-Shirts,"Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",White,White,Non-activewear,Conversational,3.00,7/7,ss25,"A crew neck tee with a pretty heart print
Shirts Print: Heart","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 40*C; Wash before first use; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","9-12M, 18-24M, 6-9M, 0-3M, 24-36M, 12-18M, 3-6M",
Primark - non-transactional site (US),Primark,Value,Boys,Footwear,"Sandals > Slider, Sandals","Flat, Fabrication, Footwear",Multicolour,Multi,Non-activewear,Product has no pattern data,9.00,11/11,ss25,"Slides with slingback straps and a Marvel character design
Sandals and Flip Flops Disney Marvel Character: Marvel Universe
Closure: None",,"1, 10, 8, 3, 7, 12, 11, 13, 2, 9, 6",
Primark - non-transactional site (US),Primark,Value,Boys,Tops,T-Shirts,"Short Sleeve, Apparel, Fits, Sleeves, Fabrication, Tops, Round Neck, Multi-Packs",Multicolour,Multi,Non-activewear,Graphics,4.00,7/7,ss25,"A crew neck tee with an all-over Batman logo design
Batman Character: Batman
Neckline: Round Sleeve
Length: Short sleeve
Print: Print","Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 85°F/30°C
Wash inside out
Wash similar colors together
Cool iron
Iron on the reverse.; Do not bleach
Iron on the reverse
Wash inside out.; Do not dry clean
Max temperature 100°F/40°C
Wash dark colors separately
Do not wring or twist.; Do not tumble dry; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","12-18M, 24-36M, 3-6M, 0-3M, 6-9M, 9-12M, 18-24M",
Primark - non-transactional site (US),Primark,Value,Men,Nightwear,Pajama Sets,"Short Sleeve, Apparel, Sleeves, Fabrication, Round Neck, Multi-Packs",Green,Green,Non-activewear,Graphics,14.00,6/6,ss25,"A T-shirt and shorts pajama set featuring One Piece graphics
Piece Neckline: Crew Sleeve
Length: Short sleeve
Closure: Drawstring
Print: Print","Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Iron on the reverse
Wash inside out
Max temperature 85F/30C
Avoid contact with light colors: color may transfer
Cool iron.; Do not dry clean
Cool iron
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together; Cool iron
Rinse before washing
Wash before first use
Color may transfer: avoid contact with light colors.
: TOP - 100% Cotton SHORTS - 90% Cotton 10% Viscose Fire
Safety: WARNING! Keep away from","XS, S, L, M, XXL, XL",
Primark - non-transactional site (US),Primark,Value,Men,Hosiery,"Socks, Socks > Other Socks","5-Pack, Apparel, Fabrication, Multi-Packs",Black,Black,Lifestyle,Plain,12.00,2/2,ss25,"Ribbed sports socks with Wilson branding
Socks Brands Wilson Closure: None
Print: Logo","Do not bleach
Do not dry clean
Do not tumble dry
Max Temperature 85F/30C
Wash similar colors together
Wash inside out
Reshape while damp
Do not iron print
Iron on the reverse
Warm iron.; Do not dry-clean; Do not tumble dry
Dry clean only
Cool iron.; Maximum Temperature 104*F; Wash similar colors together
: 79% Cotton 19% Polyester 2% Elastane Fire
Safety: WARNING! Keep away from","7-9, 10-13",
Primark - non-transactional site (US),Primark,Value,Men,Tops,Tank Tops,"3-Pack, Sleeveless, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",White,White,Non-activewear,Plain,10.00,6/6,ss25,"Three classic cotton tanks
Shirts Neckline: Round
Fit: Regular Sleeve
Length: Sleeveless
Print: Solid Color
.
For more information on Primark Cares click
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
here","Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Iron on the reverse
Wash inside out
Max temperature 85F/30C
Avoid contact with light colors: color may transfer
Cool iron.; Do not dry clean
Cool iron
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from
Product made with a minimum of 50% cotton from The Primark Cotton Project","XS, XL, S, XXL, L, M",
Primark - non-transactional site (US),Primark,Value,Men,Tops,Tank Tops,"3-Pack, Sleeveless, Apparel, Fits, Sleeves, Fabrication, Tops, Multi-Packs",Black,Black,Non-activewear,Plain,10.00,6/6,ss25,"Three classic cotton tanks
Shirts Neckline: Round
Fit: Regular Sleeve
Length: Sleeveless
Print: Solid Color
.
For more information on Primark Cares click
We’ve created a guide so you can learn more about the fibres in our products and some of the key terms linked to our ambitions in this space, click
Primark Cares is our commitment to doing better, every day – making more sustainable products everyone can afford, reducing our impact on the planet and supporting the livelihoods of the people who make our clothes.
here","Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Iron on the reverse
Wash inside out
Max temperature 85F/30C
Avoid contact with light colors: color may transfer
Cool iron.; Do not dry clean
Cool iron
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from
Product made with a minimum of 50% cotton from The Primark Cotton Project","XL, M, XS, L, S, XXL",
Primark - non-transactional site (US),Primark,Value,Men,Nightwear,"Pajama Bottoms > Shorts, Pajama Bottoms","2-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",Blue,Light blue,Non-activewear,Checks,16.00,6/6,ss25,"Two pairs of shorts with comfydrawstring waists
Sleepwear Closure: Drawstring
Print: Check","Do not bleach
Do not dry clean
Do not tumble dry
Max Temperature 100F/40C
Wash similar colors together
Cool iron
Wash in mesh bag.; Do not dry clean
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together; Wash Inside Out; Reshape while damp; Warm Iron; Iron on the reverse
: 100% Cotton Fire
Safety: WARNING! Keep away from","S, M, XXL, XL, XS, L",
Primark - non-transactional site (US),Primark,Value,Boys,Accessories,"Glasses/Sunglasses > Other Glasses/Sunglasses, Glasses/Sunglasses","2-Pack, Fabrication",Black,Black,Non-activewear,Conversational,4.00,1/1,ss25,"Two trending square frame tinted lens sunglasses
Sunglasses Tinted Lenses Print: Solid Color","Wipe clean
Do not wash Do not bleach
Do not tumble dry
Do not wring or twist
Do not dry clean.
: 70% Plastic 30%",M/L,
Primark - non-transactional site (US),Primark,Value,Girls,Dresses,T-shirt ,"Short Sleeve, 2-Pack, Apparel, Sleeves, Fabrication, Lengths, Round Neck, Multi-Packs",Pink,Pink,Non-activewear,Conversational,7.00,5/5,ss25,"Two super-soft jersey knit dresses with lettuce edge trim
Dresses Neckline: Crew Sleeve
Length: Short sleeve
Length: Above The Knee
Print: Print","Do not bleach
Do not dry clean
Do not tumble dry
Wash before first use
Wash similar colors together
Max temperature 85F/30C
Cool iron
Reshape whilst damp.; Do not dry-clean; Do not tumble dry
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Wash before first use; Wash similar colors together; Maximum temperature 86F/30C
Wash dark colors separately
Reshape whilst damp
Wash in mesh bag.; Wash Inside Out; Warm Iron; Iron on the reverse
: 100% Cotton Fire
Safety: WARNING! Keep away from","6-9M, 0-3M, 12-18M, 24-36M, 18-24M",
Primark - non-transactional site (US),Primark,Value,Men,Hosiery,"Socks, Socks > Other Socks","3-Pack, Apparel, Fabrication, Multi-Packs",White,White,Non-activewear,Plain,7.00,2/2,ss25,"Three pairs of quarter crew socks with a ribbed cuffs and the Kappa logo
Socks Brands Kappa Print: Logo","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Iron on the reverse.; Do not dry clean
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together; Do not Iron
: 69% Cotton 27% Polyester 3% Elastane 1%","7-9, 10-13",
Primark - non-transactional site (US),Primark,Value,Men,Accessories,"Hats > Caps, Hats",Fabrication,Black,Black,Non-activewear,Graphics,7.00,1/1,ss25,"A sporty baseball cap with a standard stiff billing, logo detail, and eyelets
Gloves and Scarves Closure: None
Print: Solid Color","Do not bleach; Do not dry-clean; Do not tumble dry; Spot clean
: 100% Polyamide Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Men,Hosiery,"Socks, Socks > Other Socks","3-Pack, Apparel, Fabrication, Multi-Packs",Black,Black,Non-activewear,Plain,7.00,2/2,ss25,"Three pairs of quarter crew socks with a ribbed cuffs and the Kappa logo
Socks Brands Kappa Print: Logo","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Iron on the reverse.; Do not dry clean
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together; Do not Iron
: 69% Cotton 27% Polyester 3% Elastane 1%","10-13, 7-9",
Primark - non-transactional site (US),Primark,Value,Girls,Footwear,"Trainers/Sneakers > Lifestyle, Trainers/Sneakers","Flat, Fabrication, Footwear",Multicolour,Multi,Non-activewear,Product has no pattern data,12.00,13/13,ss25,"Rainbow sneakers with self-close straps
Sneakers Closure: Velcro",,"6, 8, 1, 3, 11, 9, 12, 4, 10, 5, 7, 13, 2",
Primark - non-transactional site (US),Primark,Value,Men,Nightwear,"Pajama Bottoms > Shorts, Pajama Bottoms","2-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",Black,Black,Non-activewear,Plain,16.00,6/6,ss25,"Two cotton poplin PJ shorts with comfy stretch waists
Sleepwear Closure: Drawstring
Print: Printed","Do not bleach
Do not dry clean
Do not tumble dry
Max Temperature 100F/40C
Wash similar colors together
Cool iron
Wash in mesh bag.; Do not dry clean
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not tumble dry; Maximum Temperature 104*F; Wash similar colors together; Wash Inside Out; Reshape while damp; Warm Iron; Iron on the reverse
: 100% Cotton Fire
Safety: WARNING! Keep away from","L, S, XXL, M, XS, XL",
Primark - non-transactional site (US),Primark,Value,Women,Accessories,"Hats > Caps, Hats",Fabrication,Black,Black,Non-activewear,Plain,4.00,1/1,ss25,"A classic baseball cap with an adjustable strap
Gloves and Scarves Print: Solid Color",: 65% Polyester 35%,One Size,
Primark - non-transactional site (US),Primark,Value,Men,Footwear,"Trainers/Sneakers > High Top, Trainers/Sneakers","High Top, Flat, Fabrication, Footwear",White,White,Lifestyle,Product has no pattern data,22.00,7/7,ss25,"Versatile minimalist high tops with classic laces and a rubber sole
Sneakers Closure: Laces
Print: Solid Color Fire",Safety: WARNING! Keep away from,"9, 13, 7, 11, 10, 8, 12",
Primark - non-transactional site (US),Primark,Value,Men,Accessories,"Hats > Other Hats, Hats",Fabrication,Grey,Gray,Non-activewear,Graphics,7.00,1/1,ss25,"A cap with NYC lettering
Gloves and Scarves Print: Print","Do not bleach; Do not dry-clean; Do not tumble dry; Spot clean
: 100% Polyester Fire
Safety: WARNING! Keep away from",One Size,
Primark - non-transactional site (US),Primark,Value,Girls,Bottoms,"Shorts, Shorts > Other Shorts","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Orange,Orange,Non-activewear,Conversational,3.00,7/7,ss25,"Get their wardrobe summer-ready with these stretch summer shorts
Shorts Print: Solid Color","Cool Iron; Do not bleach; Do not dry-clean; Do not tumble dry; Maximum Temperature 104*F; Wash before first use
Max temperature 100F/40C
Do not bleach
Do not dry clean
Wash similar colors together
Do not tumble dry
Wash inside out
Cool iron
Do not iron trim.; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","6-9M, 3-6M, 18-24M, 9-12M, 12-18M, 0-3M, 24-36M",
Primark - non-transactional site (US),Primark,Value,Girls,All in ones,,"Short Sleeve, 3-Pack, Apparel, Sleeves, Fabrication, Multi-Packs",Neutral,Natural,Non-activewear,Conversational,13.00,7/7,ss25,"Three short sleeve bodysuits featuring a cute hatching chick design
Bodysuits and Tanks Sleeve Length: Short sleeve
Print: Print","Cool iron
Do not bleach
Do not dry clean
Do not tumble dry
Max temperature 100°F/40°C
Wash similar colors together
Wash in mesh bag.; Do not bleach
Wash before first use
Max temperature 85F/30C
Reshape whilst damp.; Do not dry-clean; Maximum Temperature 40*C; Tumble dry, normal; Wash before first use; Wash similar colors together
: 100% Cotton Fire
Safety: WARNING! Keep away from","3-6M, 6-9M, 9-12M, 7.5lbs, 0-3M, 12-18M, 10lbs",
Primark - non-transactional site (US),Primark,Value,Girls,Hosiery,"Socks, Socks > Other Socks","5-Pack, Apparel, Fabrication, Multi-Packs",Pink,Pink,Non-activewear,Conversational,6.00,4/4,ss25,"Five pairs of ankle socks featuring a cute ballerina design
Socks Print: Printed
: PINK","Do not bleach
Do not dry clean
Do not tumble dry
Wash similar colors together
Iron on the reverse
Wash inside out
Max temperature 85F/30C
Avoid contact with light colors: color may transfer
Cool iron.; Do not dry clean
Cool iron
Max Temperature 85F/30C
Wash inside out in a mesh bag
Reshape while damp
Iron on the reverse.; Do not Iron; Maximum Temperature 104*F; Do not tumble dry; Wash before first use
Max temperature 100F/40C
Do not iron trim.; Wash similar colors together
MULTI: 62% Cotton 25% Polyester 9% Nylon 1% Elastane 3% Other Fiber Exclusive of Elastic;
PINK: 71% Cotton 26% Polyester 1% Elastane 2% Other Fiber Exclusive of Elastic; WHITE
MULTI: 63% Cotton 24% Polyester 9% Nylon 1% Elastane 3% Other Fiber Exclusive of Elastic;
BODY: 76% Cotton 23% Polyester 1% Elastane
DECORATION: 95% Cotton 1% Elastane 4% Other Fiber Exclusive of Elastic Fire
Safety: WARNING! Keep away from","4-6.5, 6-8.5 Jnr, 9-12 Jnr, 12.5 Jnr - 3.5",
Primark - non-transactional site (US),Primark,Value,Women,Bottoms,"Shorts, Shorts > Other Shorts","Apparel, Fabrication, Lengths, Multi-Packs, Bottoms",Black,Black,Non-activewear,Plain,18.00,6/6,ss25,"Comfy stretch waist jorts
Shorts Model Size: M-12/14
Closure: Drawstring","Maximum Temperature 30*C; Do not dry clean
Do not tumble dry
Cool iron
Do not bleach
Max temperature 85F/30C
Wash similar colors together
Wash inside out
Avoid contact with light colors: color may transfer
Do not iron magnets.; Cool iron
Do not dry clean
Wash before first use
Iron on the reverse.; Do not tumble dry
Hand wash only
Dry flat
Cool iron, Do not dry clean.; Do not bleach
Warm iron
Iron on the reverse.
: 100% Cotton Fire
Safety: WARNING! Keep away from","0/2, 2/4, 14/16, 8/10, 10/12, 6/8",
Primark - non-transactional site (US),Primark,Value,Men,Bottoms,"Jeans, Jeans > Other Jeans","Apparel, Fabrication, Lengths, Denim, Multi-Packs, Bottoms",Black,Black,Non-activewear,Plain,20.00,13/13,ss25,"Button fly jeans with belt loops, pockets and relaxed legs
Jeans Model Size: 34/32 (R)
Closure: Button
Print: Solid Color
: 100%","Do not bleach
Do not dry clean
Do not tumble dry
Iron on the reverse
Max temperature 85F/30C
Wash before first use
Wash similar colors together
Warm iron
Wash inside out.; Do not dry-clean; Cool iron
Max temperature 100°F/40°C
Wash in mesh bag.; Do not tumble dry
Cool iron
Do not dry-clean
Wash in mesh bag
Wash inside out
Iron on the reverse.; Iron on the reverse; Wash similar colors together; Wash Inside Out; Maximum Temperature 40*C; Avoid contact with light colors as color may transfer; Wash before first use","W32/L30, W36/L32, W36/L30, W34/L30, W32/L34, W30/L30, W36/L34, W38/L32, W34/L34, W30/L32, W40/L32, W32/L32, W34/L32",
